name,code,fips,type,category,year,rne,ose,sjc,ssr,zindex
Virginia,VA,51,Total,Total,1996,,,6.005287604,0.792433326,
Virginia,VA,51,Total,Total,1997,,,6.520985014,0.848635789,
Virginia,VA,51,Total,Total,1998,0.00265,0.83206,6.675198865,0.753521127,-1.171511734
Virginia,VA,51,Total,Total,1999,0.00236,0.82222,5.91471012,0.806013261,-0.33242971
Virginia,VA,51,Total,Total,2000,0.00183,0.86257,6.164667624,0.797668664,-1.120736937
Virginia,VA,51,Total,Total,2001,0.00186,0.91121,5.697962953,0.795123819,-0.6291531
Virginia,VA,51,Total,Total,2002,0.00205,0.84132,5.55574387,0.764323763,-2.462838666
Virginia,VA,51,Total,Total,2003,0.00245,0.77755,5.730301588,0.784536017,-1.683032907
Virginia,VA,51,Total,Total,2004,0.00254,0.72409,5.728522555,0.799525348,-1.716782514
Virginia,VA,51,Total,Total,2005,0.00252,0.7705,6.06128594,0.801132027,-0.863671719
Virginia,VA,51,Total,Total,2006,0.00263,0.80638,6.18617425,0.789951192,-0.447325378
Virginia,VA,51,Total,Total,2007,0.00248,0.76345,6.007482905,0.784137505,-1.719241953
Virginia,VA,51,Total,Total,2008,0.00241,0.76805,5.639372255,0.767073818,-2.608948064
Virginia,VA,51,Total,Total,2009,0.0023,0.74915,5.267011333,0.754018589,-3.789882169
Virginia,VA,51,Total,Total,2010,0.00237,0.79912,4.437105629,0.770814531,-2.623031965
Virginia,VA,51,Total,Total,2011,0.00237,0.7509,5.227032442,0.77953108,-2.667845089
Virginia,VA,51,Total,Total,2012,0.00215,0.75861,5.019254546,0.780476808,-3.101143321
Virginia,VA,51,Total,Total,2013,0.00214,0.79769,4.898922462,0.781799036,-2.544450439
Virginia,VA,51,Total,Total,2014,0.00224,0.81446,3.787995009,0.770791639,-2.971264068
Virginia,VA,51,Total,Total,2015,0.00239,0.8249,4.911258426,0.776145671,-1.786031785
Virginia,VA,51,Total,Total,2016,0.00212,0.77637,7.168756256,0.780113816,-1.973627174
Virginia,VA,51,Total,Total,2017,0.00214,0.79946,4.989137584,0.786763168,-2.292295026
Virginia,VA,51,Total,Total,2018,0.00181,0.76141,4.638474697,0.783193648,-3.885728557
Virginia,VA,51,Total,Total,2019,0.00202,0.83493,5.159967426,0.905392508,2.491734409
Washington,WA,53,Total,Total,1996,,,6.680906676,0.705748951,
Washington,WA,53,Total,Total,1997,,,6.665319176,0.730897436,
Washington,WA,53,Total,Total,1998,0.00281,0.88416,6.885098037,0.73424811,-0.667732828
Washington,WA,53,Total,Total,1999,0.00295,0.91273,6.369121502,0.706952624,-1.178872396
Washington,WA,53,Total,Total,2000,0.0026,0.93676,6.939669524,0.693291472,-1.866108023
Washington,WA,53,Total,Total,2001,0.00303,0.87573,6.074622243,0.693753707,-2.175429346
Washington,WA,53,Total,Total,2002,0.00267,0.81884,4.929986688,0.684990289,-4.660092589
Washington,WA,53,Total,Total,2003,0.00296,0.73762,5.380141102,0.724532129,-3.540586998
Washington,WA,53,Total,Total,2004,0.00325,0.75118,5.221209505,0.689035029,-4.090483815
Washington,WA,53,Total,Total,2005,0.00336,0.73056,5.181943345,0.703672373,-3.61979062
Washington,WA,53,Total,Total,2006,0.00312,0.77336,5.4864786,0.726406394,-2.532931149
Washington,WA,53,Total,Total,2007,0.0024,0.69575,5.386911915,0.742374402,-4.745807972
Washington,WA,53,Total,Total,2008,0.00254,0.76658,5.152211192,0.725819148,-4.100963077
Washington,WA,53,Total,Total,2009,0.00246,0.71584,3.828613921,0.707557503,-6.302043106
Washington,WA,53,Total,Total,2010,0.0025,0.74268,3.495713224,0.807732772,-2.201719777
Washington,WA,53,Total,Total,2011,0.00237,0.72534,3.732590048,0.745103663,-4.995950491
Washington,WA,53,Total,Total,2012,0.00258,0.72959,3.97807297,0.71939549,-5.318970765
Washington,WA,53,Total,Total,2013,0.00234,0.7482,3.884557477,0.727897221,-5.301075018
Washington,WA,53,Total,Total,2014,0.0024,0.76243,4.51815149,0.867045877,0.542087112
Washington,WA,53,Total,Total,2015,0.00238,0.81319,4.85045557,0.786259542,-1.630279752
Washington,WA,53,Total,Total,2016,0.00269,0.8739,5.204961198,0.768470907,-0.543302386
Washington,WA,53,Total,Total,2017,0.00315,0.9201,5.190640036,0.800572624,2.372404566
Washington,WA,53,Total,Total,2018,0.00298,0.90131,5.083953482,0.801266268,1.691084155
Washington,WA,53,Total,Total,2019,0.00321,0.8794,4.784571497,0.79742592,1.603970447
West Virginia,WV,54,Total,Total,1996,,,6.037388469,0.7702407,
West Virginia,WV,54,Total,Total,1997,,,5.200886366,0.785801341,
West Virginia,WV,54,Total,Total,1998,0.00185,0.87649,4.797288403,0.778214826,-2.198446281
West Virginia,WV,54,Total,Total,1999,0.0018,0.82949,4.822278851,0.781376518,-2.881141143
West Virginia,WV,54,Total,Total,2000,0.00213,0.85081,4.278865603,0.796142433,-1.509586415
West Virginia,WV,54,Total,Total,2001,0.00166,0.77153,4.310897534,0.771946565,-4.636308472
West Virginia,WV,54,Total,Total,2002,0.00154,0.7773,3.778080817,0.7687434,-5.172975607
West Virginia,WV,54,Total,Total,2003,0.00171,0.81081,4.425879893,0.772160665,-3.880590083
West Virginia,WV,54,Total,Total,2004,0.00199,0.88965,4.756562019,0.788108108,-1.335826056
West Virginia,WV,54,Total,Total,2005,0.00205,0.87505,4.596559611,0.780701754,-1.767086224
West Virginia,WV,54,Total,Total,2006,0.00195,0.87939,4.726157496,0.806064645,-0.918139481
West Virginia,WV,54,Total,Total,2007,0.00156,0.89912,3.996069904,0.786305732,-2.558661456
West Virginia,WV,54,Total,Total,2008,0.00151,0.9447,4.202552831,0.778541953,-2.191938896
West Virginia,WV,54,Total,Total,2009,0.00187,0.92919,3.290443912,0.768447837,-2.396239766
West Virginia,WV,54,Total,Total,2010,0.0022,0.80011,2.717556906,0.782837787,-3.292767816
West Virginia,WV,54,Total,Total,2011,0.00221,0.83474,2.823895478,0.790598291,-2.416642528
West Virginia,WV,54,Total,Total,2012,0.00176,0.81908,3.474660612,0.798423891,-3.078053242
West Virginia,WV,54,Total,Total,2013,0.00212,0.85749,3.438670834,0.768844221,-2.825086144
West Virginia,WV,54,Total,Total,2014,0.00198,0.77588,2.771576365,0.763221154,-4.858236079
West Virginia,WV,54,Total,Total,2015,0.0021,0.78765,3.295784588,0.780816155,-3.524236487
West Virginia,WV,54,Total,Total,2016,0.0021,0.85663,2.949171037,0.77737359,-2.777673069
West Virginia,WV,54,Total,Total,2017,0.00251,0.89004,2.889922092,0.792863002,-0.807217825
West Virginia,WV,54,Total,Total,2018,0.00209,0.90403,3.002841559,0.803358209,-1.095673205
West Virginia,WV,54,Total,Total,2019,0.00179,0.85295,3.229087792,0.799236641,-2.58354786
Wisconsin,WI,55,Total,Total,1996,,,5.375540202,0.814896674,
Wisconsin,WI,55,Total,Total,1997,,,5.150570248,0.820509752,
Wisconsin,WI,55,Total,Total,1998,0.0023,0.81669,4.86213567,0.80567922,-1.023745535
Wisconsin,WI,55,Total,Total,1999,0.00213,0.84326,4.794412401,0.864097608,1.152855188
Wisconsin,WI,55,Total,Total,2000,0.00277,0.87489,4.553778294,0.836200023,1.904776366
Wisconsin,WI,55,Total,Total,2001,0.00277,0.85109,4.247216717,0.808040437,0.359454612
Wisconsin,WI,55,Total,Total,2002,0.0032,0.82239,4.522730453,0.810021402,1.089541359
Wisconsin,WI,55,Total,Total,2003,0.00272,0.7238,4.195683204,0.828732527,-0.895734754
Wisconsin,WI,55,Total,Total,2004,0.0028,0.70664,4.71978188,0.831722208,-0.630152281
Wisconsin,WI,55,Total,Total,2005,0.00296,0.73625,4.880849221,0.826174076,0.031818052
Wisconsin,WI,55,Total,Total,2006,0.00299,0.79797,5.018237951,0.825367218,1.048684331
Wisconsin,WI,55,Total,Total,2007,0.00295,0.80123,4.575838454,0.818021201,0.538002823
Wisconsin,WI,55,Total,Total,2008,0.00241,0.81384,3.970220862,0.798272598,-1.489331989
Wisconsin,WI,55,Total,Total,2009,0.00252,0.78974,3.777386271,0.777312627,-2.472963189
Wisconsin,WI,55,Total,Total,2010,0.00217,0.80163,3.181808197,0.804480382,-2.321768924
Wisconsin,WI,55,Total,Total,2011,0.00237,0.73271,3.647493343,0.809031044,-2.525938943
Wisconsin,WI,55,Total,Total,2012,0.00198,0.77696,3.719781257,0.820501914,-2.277599371
Wisconsin,WI,55,Total,Total,2013,0.00195,0.78536,4.073906603,0.803756556,-2.692144538
Wisconsin,WI,55,Total,Total,2014,0.00166,0.71176,3.85515146,0.824840442,-3.743241755
Wisconsin,WI,55,Total,Total,2015,0.00191,0.74194,4.102108336,0.814643279,-3.007980256
Wisconsin,WI,55,Total,Total,2016,0.00209,0.66388,4.250577034,0.79841362,-4.311720041
Wisconsin,WI,55,Total,Total,2017,0.00258,0.73271,4.171368588,0.792860371,-2.432373036
Wisconsin,WI,55,Total,Total,2018,0.00245,0.68433,3.872985632,0.797314968,-3.408171368
Wisconsin,WI,55,Total,Total,2019,0.00225,0.84406,3.801674695,0.786032028,-1.930238477
Wyoming,WY,56,Total,Total,1996,,,7.268004597,0.761294673,
Wyoming,WY,56,Total,Total,1997,,,6.768808318,0.767132867,
Wyoming,WY,56,Total,Total,1998,0.00368,0.80793,6.882822895,0.768369489,1.422452336
Wyoming,WY,56,Total,Total,1999,0.00424,0.78562,6.445971776,0.751903553,1.534166113
Wyoming,WY,56,Total,Total,2000,0.00459,0.85747,6.544608537,0.782380013,4.574490201
Wyoming,WY,56,Total,Total,2001,0.00423,0.89026,8.199621152,0.782579338,4.991315197
Wyoming,WY,56,Total,Total,2002,0.00354,0.92819,7.961729301,0.756112469,2.91498189
Wyoming,WY,56,Total,Total,2003,0.0034,0.88749,6.721580763,0.785022595,2.534982561
Wyoming,WY,56,Total,Total,2004,0.00378,0.88726,6.841404344,0.808333333,4.308980576
Wyoming,WY,56,Total,Total,2005,0.0043,0.86973,7.563837505,0.801154586,5.259628975
Wyoming,WY,56,Total,Total,2006,0.00398,0.87813,7.750632812,0.805392732,4.90947855
Wyoming,WY,56,Total,Total,2007,0.00396,0.86487,7.297018374,0.790278536,3.901143038
Wyoming,WY,56,Total,Total,2008,0.00338,0.88257,6.689949326,0.757349011,1.365139894
Wyoming,WY,56,Total,Total,2009,0.00345,0.878,5.038840692,0.72875817,-0.343400005
Wyoming,WY,56,Total,Total,2010,0.00276,0.81334,4.699842512,0.766750948,-1.575252721
Wyoming,WY,56,Total,Total,2011,0.00254,0.80443,5.441574901,0.79057971,-0.98114404
Wyoming,WY,56,Total,Total,2012,0.00224,0.82972,4.990413063,0.783469945,-1.740520546
Wyoming,WY,56,Total,Total,2013,0.00275,0.88934,5.169019553,0.758106355,-0.583431547
Wyoming,WY,56,Total,Total,2014,0.00317,0.88685,4.365432913,0.783625731,0.923874662
Wyoming,WY,56,Total,Total,2015,0.00386,0.89478,5.635120805,0.799459824,3.737738073
Wyoming,WY,56,Total,Total,2016,0.00453,0.86398,4.594199053,0.765306122,3.040604625
Wyoming,WY,56,Total,Total,2017,0.00471,0.85588,4.698314652,0.773662551,3.681920628
Wyoming,WY,56,Total,Total,2018,0.00445,0.88283,4.771459883,0.814126394,5.051202487
Wyoming,WY,56,Total,Total,2019,0.00393,0.91765,5.162770687,0.799132052,4.015539546
